id,price,moonRank,💎 score (%),storeURL,Armor,Background,Chain,Eyes,Innate Virtue,Mouth,Over Head,Rebel,Skin,Special
1032,40,560,0,https://magiceden.io/item-details/XJGaLrq7vCkJSWoVSMc5PHj6UTPBq3JVZo4iKc1HMcN,Red Spartan,Green Pillars,Tribal Necklace,None,Supreme Intelligence,Volcano Melter,Demon Helmet,,Black Obsidian,
1057,19.9,3031,0,https://magiceden.io/item-details/FaqHHzV1ghDx4Z62uoQkux8M1cCKx5HENDRD6goVRKPz,None,Blue,Tribal Necklace,None,Supreme Intelligence,24k Grillz,Demon Helmet,,Emerald,
1082,5.9,8705,43.03,https://magiceden.io/item-details/5kSLiio1th3Yg8VoF5gaezRPxKMMTh9zwpnQuX1fxfo3,None,Yellow,None,Red Force,Supreme Intelligence,Tartar Dentures,Safari Hat,,Grey Marble,
1088,60,1914,0,https://solanart.io/search/?token=AWqn1JFULCNVn1tGQk5PGZDSYJaujfhN6GcP9qRMRVXe,Silver Knight,Solana,None,None,Supreme Intelligence,None,Ice Beast Mask,,Yellow Energy,
1089,10.7,2231,24.38,https://magiceden.io/item-details/2S5VNfkVFfGCBECZwwwC1ebBWjmUZyRSbmThdv7MuFPS,None,Endless Grove,Padlock,Lost Eye Patch,Annihilating Power,Bloodthirsty Teeth,Blue Crystal,,Glacial Ice,
1094,7,3987,53.42,https://magiceden.io/item-details/BkA1gL4XsXMTshnTCDyY3WzHqsruHa3YzpHdZJdDkHK8,Cyborg,Unexplored Mine,None,None,Unbreakable Defense,Tartar Dentures,Sombrero,,Yellow Energy,
1096,11,745,28.12,https://magiceden.io/item-details/BBYEQgBRYwkB7HQFqBKihhwb8sEJYCRG1AqJBBY6izzY,RG Brawl,Aquamarina,GM,Hijacked,Annihilating Power,Cigarette,Sombrero,,Grey Marble,
1106,4.99,3253,76.85,https://magiceden.io/item-details/6oxnhwqpQHRJKznFpZDM1UeKWSm5N14Dn67qodGmhUkE,None,Endless Grove,Rainbow Cuban,Coins,Annihilating Power,Bloodthirsty Teeth,Blue Crystal,,Muddy,
1115,12,2035,12.27,https://solanart.io/search/?token=3CWSqoK5S3ASBgmuPk6AQxb34UZQC79x8PkkVzc3jYQf,None,Raging Volcano,Padlock,Cyclop,Supreme Intelligence,Crude Ogre,Outlaw Hat,,Flubber,
1119,8,8369,23.55,https://solanart.io/search/?token=Ab2m2JJEGcGExx9YjgXTzJLv47rJuqHew8SKDh9oATTT,None,Green,None,Coins,Supreme Intelligence,Sabertooth,Emerald Spine,,Lava,
1125,6.2,5161,56.1,https://magiceden.io/item-details/33P4JUFkBb68N2ZWkqxz9XkYwDxRLahbhVJY9Rzzrg9k,None,Terrifying Grotto,Sherlock O'Clock,Purple Force,Annihilating Power,Tartar Dentures,Outlaw Hat,,Lava,
1131,7.4,6506,38,https://magiceden.io/item-details/7HZLE4m2ndTMrUuVShyWKhdfj5C3sQNQxwbFGvz7fbzJ,None,Aquamarina,None,ThugLife Shades,Annihilating Power,Cigarette,Elder Mushroom Colony,,Solana Energy,
1139,10,2736,29.09,https://magiceden.io/item-details/DdFhZcqhBm7LYEi33N2xmjCXN7SnGwajfNX25MTNpDqv,Bullet Belt,Crystalline Cave,None,Green Force,Annihilating Power,Bubble Gum,Crown,,Scaly,
1151,10,2361,30.79,https://magiceden.io/item-details/7tZRSXQaUTtDxfukgTQvfiKZegJJrAQQDAt7dXqmKBrV,Solana Bulletproof Vest,Black,None,Subatomic Goggles,Supreme Intelligence,Banana,Solana Bucket Hat,,Lava,
1157,6.5,4117,57.83,https://magiceden.io/item-details/7VdrWjqfgQCo4ttdR9qsvTo3dmL8TEZd63NsHdTMhve,None,Green,Padlock,White Force,Unbreakable Defense,Sparse Teeth,Safari Hat,,Yellow Energy,
1170,20,2333,0,https://magiceden.io/item-details/9npF4G45JuaJnmgkFV2mABWdpmCEiJ4oVoYV9jiywmjN,Unchained,Grey,None,Red Force,Annihilating Power,Rude Words,Red Stones Mohican,,Red Rock,
1177,6.6,7777,40.24,https://solanart.io/search/?token=7hhywQqWB4B3hdHkvNqFX56wYn5N5Kn5MSnaJYRnpN8i,None,Blue,None,Cyclop,Supreme Intelligence,Bushy Beard,Sombrero,,White Quartz,
1181,9,1894,42.91,https://magiceden.io/item-details/91hiAkzrbLx159S8ftLPW6QNmdcjofbYGLa1p8EayTbw,Silver Knight,Aquamarina,Silver Cuban,ThugLife Shades,Annihilating Power,Bubble Gum,Degen Hat,,Grey Marble,
1204,15,1019,0,https://solanart.io/search/?token=3f12aAfhbLi4bbzsz5wme2ZxXHV269cKQSbra2D8e7tL,Primitive Piercing,Aquamarina,Silver Cuban,Red Force,Annihilating Power,Sparse Teeth,Arachnid Colony,,White Quartz,
1230,100,6353,0,https://magiceden.io/item-details/AEiyGLDBNorRBdaAfNXR2s23joyydMUmdiuXo6thnVXd,None,Purple,None,Hijacked,Unbreakable Defense,Monster,Crown,,Lava,
1231,15,448,0,https://magiceden.io/item-details/5MGjyqbDX5FVyHE1SthTM92BZpABi221JUcF5tgRax7k,Unchained,Peach,Golem Head,White Force,Unbreakable Defense,Solana Bandana,Halo,,Mossy,
1232,15,1256,0,https://magiceden.io/item-details/HuZfpSgkM45EVR6Ny2RzNP9X4Pe8wLYqHQNbbxUB8Uih,None,Blue,Sherlock O'Clock,Laser Beams,Annihilating Power,Rude Tongue,Bird Family,,Rainbow,
1260,25,310,0,https://magiceden.io/item-details/FxidmGF9jMCnwM9g6FQALThGw4tM3xJveREkMktBkoto,Primitive Piercing,Peach,6ix9ine Iced Out,Coins,Supreme Intelligence,Crude Ogre,Degen Hat,,Red Rock,
1269,25,4968,0,https://magiceden.io/item-details/FCMPpvoAv8mtn4eeFG9hSHsEvXvUzU8ax4XDaxr8c76Z,Primitive Piercing,Yellow,None,None,Annihilating Power,Crude Ogre,Safari Hat,,Grey Marble,
1280,40,5165,0,https://magiceden.io/item-details/BLwV6PBGvfXw5y7cxjdzZbGWfvZxTK6su7Pegxfkbzie,None,Blue,Padlock,None,Annihilating Power,Crude Ogre,Demon Helmet,,Mossy,
1312,21,257,0,https://solanart.io/search/?token=4EcPRUVxfSv6BW66RwqgDwJVzau8DrJfE5pJx1N4zxeg,Bullet Belt,Endless Grove,Boxing Gloves,None,Annihilating Power,None,Ice Beast Mask,,Black Obsidian,
1321,5.5,3339,71.36,https://magiceden.io/item-details/FjgBtkqg4qqSzyAEAVCcBmWLdQF9X4jDCyjwhJLZisSj,Unchained,Peach,None,Blue Force,Annihilating Power,Reptilian Tongue,Arachnid Colony,,Scaly Albino,
1326,7.333,3336,53.04,https://magiceden.io/item-details/4b8Z3w6XbUcbY5pgnfeJNnvcvNSBK1WyNqx1gnWqcCka,None,Purple,GM,Purple Force,Annihilating Power,Monster,Safari Hat,,Scaly Albino,
1339,38,2456,0,https://magiceden.io/item-details/DvgBmj9ig3j5aZHHiWyH8ryHtFsxoGsu9yZEbm4HZXdC,None,Yellow,Solana Iced Out,ThugLife Shades,Annihilating Power,Sabertooth,Safari Hat,,Base,
1343,6.5,1810,68.29,https://magiceden.io/item-details/J4W2TQDK2qwiRBCcVqKyrfda5x2zesMCcFAjW5yykdhJ,Convicted,Solana,Tribal Necklace,None,Annihilating Power,Sabertooth,Skeleton Mask,,Emerald,
1365,6,8115,44.71,https://solanart.io/search/?token=E7dzvybYdgshC6292Ki8No8XDPMKVrjeRaF634nANJNH,None,Blue,None,Green Force,Supreme Intelligence,Bushy Beard,Outlaw Hat,,Lava,
1367,9.5,3123,32.34,https://magiceden.io/item-details/3wi7P8agNThewuWTcDfaKeq6UdCdtbj6daC6jChpUBwt,Silver Knight,Raging Volcano,None,Coins,Annihilating Power,Monster,Sombrero,,Yellow Energy,
1401,13,5160,0,https://magiceden.io/item-details/8C4Y4ZSxT4hccDsZwu4gfCZZSjgQn4htf8AZsJdUXhfn,None,Yellow,None,Laser Beams,Annihilating Power,Bloodthirsty Teeth,Emerald Spine,,Scaly Albino,
1412,7,6788,40.72,https://magiceden.io/item-details/HPAK4ystMb5vMyVAbrfRLFzVrdYjj24RGGreHSkssb9w,Bullet Belt,Aquamarina,None,None,Unbreakable Defense,Human Teeth,Demon Helmet,,Black Obsidian,
1419,8.5,1517,49.62,https://magiceden.io/item-details/6nk7pC4F12AtPPYii1tQtz9CiAtJiJRd5LQuYP84TJ9S,War Belt,Purple,6ix9ine Iced Out,None,Unbreakable Defense,Rude Tongue,Skeleton Mask,,Lava,
1430,18,2038,0,https://magiceden.io/item-details/413e59rRK8rUyEP6LbxRYjp814vg9emVk8PxJgrkKsne,Bullet Belt,Green Pillars,None,Cyclop,Annihilating Power,Rude Words,Outlaw Hat,,Base,
1446,100,2338,0,https://solanart.io/search/?token=AxPitFbYuina9qwYBWEMAkVKHshXbDffEaQdCRAk42J5,Bronze Knight,Grey,Silver Cuban,Cyclop,Annihilating Power,Reptilian Tongue,Red Stones Mohican,,Black Obsidian,
1452,7.22,3780,52.16,https://magiceden.io/item-details/3FFCKbrr3BknvAaxyxsiS4Z9Zv8HYFhM33Sjksfa468c,Silver Knight,Green Pillars,None,Hijacked,Annihilating Power,Human Teeth,Emerald Spine,,Glacial Ice,
1463,15,396,0,https://magiceden.io/item-details/BAbGiyeZV3DpvB6831ozuohAqkLL93U6vAjpr4tfskJG,Cyborg,Yellow,Boxing Gloves,Neon Shades,Annihilating Power,Bubble Gum,None,,Red Rock,
1484,9.8,2644,31.51,https://magiceden.io/item-details/FEN6JhFECQtdXvCriiASERaCjTYUc6WgSSxkPUTAUcZn,Primitive Piercing,Blue,None,Red Force,Unbreakable Defense,Mustache,Outlaw Hat,,Scaly,
1500,13.18,3451,0,https://magiceden.io/item-details/C19E7kSJCwqrUwLa8KoWqxxY5UvAtZ4NS2MDcdEAMhEY,Golden Knight,Terrifying Grotto,None,None,Unbreakable Defense,Volcano Melter,Demon Helmet,,Red Rock,
1514,1450,3060,0,https://solanart.io/search/?token=5j18PrU66yq4YhAcnJhJZKwcM2Bu71D5zLr28GpEDhBA,None,Unexplored Mine,Rainbow Cuban,Lost Eye Patch,Supreme Intelligence,Rude Tongue,Elder Mushroom Colony,,Black Obsidian,
1529,9.6,3320,30.45,https://magiceden.io/item-details/4appb89nHbGJbyTSTeQWC9sp3xP3tiQHvhd5P52G4J6X,None,Peach,Boxing Gloves,3D Glasses,Unbreakable Defense,Emerald Smasher Teeth,Outlaw Hat,,Glacial Ice,
1531,8,2987,47.96,https://magiceden.io/item-details/BHaCft5JqeS59uVuaeHZdEMteJEFFw3ezQJw7ByBtpxM,None,Blue,Golem Head,Purple Force,Unbreakable Defense,Monster,Buccaneer Hat,,Rainbow,
1555,90,2616,0,https://magiceden.io/item-details/4Y4mW34EVFxCrLBacPnFK1whfwcE2ZhfYk9p1wtf76am,None,Endless Grove,Rude OG,Coins,Unbreakable Defense,Sparse Teeth,Blue Crystal,,Mossy,
1572,5.75,6797,53.18,https://magiceden.io/item-details/78KTk2xaMoTb2tsfBiDXxRNRFGDphKy9xxpChpeKAKey,None,Green Pillars,None,Coins,Supreme Intelligence,Reptilian Tongue,Sombrero,,Glacial Ice,
1579,6.5,2598,64.72,https://magiceden.io/item-details/hLXiD7v8EvKa5Q4jYCTWTURREHFzBUjKo4DjMHvGCPF,Bullet Belt,Yellow,Silver Cuban,Hijacked,Unbreakable Defense,Sparse Teeth,Degen Hat,,Lava,
1580,10,5709,15.61,https://solanart.io/search/?token=HoLMk9NGR5AQpxriSMktpd3pXiX9tN8tyQHmLy1Wvyqd,Silver Knight,Unexplored Mine,None,None,Supreme Intelligence,Crude Ogre,Bird Family,,Scaly,
1593,12,3636,5.01,https://solanart.io/search/?token=EBueLjbv2pgw2GEznm2YqxNMeMem4pnChGfhH9Pj5nt,Crystals Collector,Dangerous Laboratory,None,Cyclop,Unbreakable Defense,Reptilian Tongue,Outlaw Hat,,Yellow Energy,
1609,7.5,3593,50.21,https://magiceden.io/item-details/BkNY9Tj5fufgfv9qBCVp26Jrj8HoNGMP7M3ocNxyU2Gm,Silver Knight,Enchanted Forest,None,None,Supreme Intelligence,Banana,Blue Crystal,,Solana Energy,
1610,15,2340,0,https://magiceden.io/item-details/FqMGaVNmSp69tH3ubD554KQBJ72a7e4WZbqp2RCjcNX9,Bronze Knight,Dangerous Laboratory,None,ThugLife Shades,Annihilating Power,Reptilian Tongue,Safari Hat,,Solana Energy,
1614,7.8,7606,29.01,https://magiceden.io/item-details/4suWboECZyavMohqJSFwkZD7hfMvRwFXU7HRMd7SkA9U,None,Yellow,None,None,Annihilating Power,24k Grillz,Degen Hat,,Muddy,
1616,9,2327,40.95,https://magiceden.io/item-details/rQP7ShzyM5JuDnLod9hmiDrsuvBp2XvMSkuTkd11Fj8,Cyborg,Unexplored Mine,None,ThugLife Shades,Annihilating Power,Bloodthirsty Teeth,Sombrero,,Yellow Energy,
1622,35,656,0,https://magiceden.io/item-details/CY6rctYN3Cy4rHCKSi96bZ3AG5n4hYogXdg3uW2mbRRz,Silver Knight,Black,Sherlock O'Clock,None,Unbreakable Defense,Bubble Gum,None,,Jelly Skelly,
1630,15,352,0,https://magiceden.io/item-details/82JTQ7Vr5tChcC8zGni4mYNiyn9p5fDCwPT4xvrSXbjr,Bullet Belt,Dangerous Laboratory,None,Laser Beams,Annihilating Power,Pink Iced Out Grillz,Elder Mushroom Colony,,Solana Energy,
1633,16.42,2790,0,https://magiceden.io/item-details/GDuq7PNLaNG1Q4RguU8h9n6Adk4wr9UCp7RgFWXH7zku,None,Grey,GM,Green Force,Annihilating Power,Solana Bandana,Outlaw Hat,,Red Rock,
1634,16,2170,0,https://magiceden.io/item-details/3SX8SBHq4Cu7Tmj9rgrKT2wz9nUqr5S2XMGWnviTTEMM,Red Spartan,Black,None,Neon Shades,Supreme Intelligence,Cigarette,Buccaneer Hat,,Red Rock,
1646,20,2033,0,https://magiceden.io/item-details/77M8yVTdUvVbZ4gvnr5RwFcwd1r176QyFMVdPC6mqhGV,None,Black,Rude OG,3D Glasses,Annihilating Power,Bloodthirsty Teeth,Sombrero,,Glacial Ice,
1648,10,1040,36.78,https://magiceden.io/item-details/6XcCuJnpmat17qodZ8FXRBV9MEdubRjvcteJKx9J3FsK,Bullet Belt,Endless Grove,Sherlock O'Clock,White Force,Supreme Intelligence,Banana,Halo,,White Quartz,
1656,7.2,4583,48.72,https://magiceden.io/item-details/Fm44zmqTHYM4jPxd7x15yWffiPKcv53935bG4rm98enW,Golden Knight,Yellow,None,3D Glasses,Unbreakable Defense,Emerald Smasher Teeth,Red Stones Mohican,,Base,
1676,10,6119,13.76,https://magiceden.io/item-details/GRJKnGYxjWLF64mhqSTXH63Rzhy9WHSupXQ998XDZx73,None,Aquamarina,Skull Necklace,White Force,Supreme Intelligence,Crude Ogre,Blue Crystal,,Black Obsidian,
1681,16,6102,0,https://magiceden.io/item-details/Ak4KrCBhhSZzqZDuRDUwe6EutVFgu54LZTMXka4E6RAN,None,Crystalline Cave,None,None,Supreme Intelligence,None,Gold Bullish Helmet,,Mossy,
1706,19,710,0,https://magiceden.io/item-details/E4K7hvESy63sikv2gcnu4DjGsJQb7mfQQXyP8aCP6VE7,Primitive Piercing,Mount Lamaintula,None,Coins,Annihilating Power,Bubble Gum,Safari Hat,,Yellow Energy,
1739,13,1737,3.62,https://magiceden.io/item-details/9z6vnmDaFF5UapAX9GNLptKZMkJbbfvGaFhtpWA37j1z,Bronze Knight,Solana,Skull Necklace,None,Unbreakable Defense,Reptilian Tongue,Demon Helmet,,Muddy,
1742,8.5,1084,51.59,https://magiceden.io/item-details/5KMuN1yB4ioNzFZ3MMyqd7AhfiQKiSoYKxAsGPhzDhFi,Crystals Collector,Blue,GM,Red Force,Supreme Intelligence,Mustache,None,,Scaly Albino,
1757,15,2926,0,https://solanart.io/search/?token=EibFogEwCBiyVJc6ZRGiS18WRrdcNPbMkmXUBLy4ar25,Inner Reactor,Green,None,Blue Force,Annihilating Power,Bushy Beard,None,,Base,
1758,30,1650,0,https://magiceden.io/item-details/JCpRjGMK6Hy7sSHjaSjgiUELg6sa4b3KXm46cB7c8Pu7,None,Dangerous Laboratory,Boxing Gloves,ThugLife Shades,Supreme Intelligence,6ixn9ne Rainbow Grillz,Bird Family,,Red Rock,
1765,13.2,1078,4.61,https://magiceden.io/item-details/3DLkJc9ZffFtCURGVtj5EVTsG16KHrMEVoqEMhooSiAc,Crystals Collector,Peach,Skull Necklace,Cyclop,Annihilating Power,Bloodthirsty Teeth,Blue Crystal,,Purple Energy,
1796,15,207,0,https://magiceden.io/item-details/2YjSzdw39p17MRCZXMRGtDLF8hLksXTaK2X19ZGbcvZm,Cyborg,Blue,6ix9ine Iced Out,White Force,Unbreakable Defense,Human Teeth,Elder Mushroom Colony,,Scaly Albino,
1813,9.9,1325,36.49,https://magiceden.io/item-details/7bnt69Xvdt9Azf1wXvAuLFgky9Mi97Th79eC9cmWS8SA,War Belt,Blue,Sherlock O'Clock,Coins,Annihilating Power,Reptilian Tongue,Elder Mushroom Colony,,White Quartz,
1821,25,6333,0,https://solanart.io/search/?token=Az3VDF4jygCSJR34zsiitGFL7QSRjUKRuDVf714PfcgJ,None,Blue,Skull Necklace,White Force,Annihilating Power,Human Teeth,None,,Base,
1825,8,3272,46.66,https://solanart.io/search/?token=9vSjVSzin7ESaBd96aFg2AanpacBiC1NqMjfipqvuTZ4,Bronze Knight,Endless Grove,None,ThugLife Shades,Unbreakable Defense,Bubble Gum,Degen Hat,,Emerald,
1842,4.3,8445,60.21,https://magiceden.io/item-details/GX2SpYkE6PyBVP4dQ8qtgEMp7EQfs7RRgVDJNvdcvPii,None,Aquamarina,None,Green Force,Unbreakable Defense,Sparse Teeth,Buccaneer Hat,,Glacial Ice,
1846,4.4,8497,58.97,https://magiceden.io/item-details/77NP35mBy3x5bpN4b74TGsPkrKjJ6UhV6zfXurJFMEbX,None,Yellow,None,ThugLife Shades,Unbreakable Defense,Human Teeth,None,,Grey Marble,
1861,5.9,6779,51.76,https://magiceden.io/item-details/96RRLYGk4gv2YrL9jcHBQ3NFCTTmWJGFVfSoqz2TZQnK,Convicted,Purple,None,White Force,Supreme Intelligence,Tartar Dentures,Blue Crystal,,Base,
1869,24.98,470,0,https://magiceden.io/item-details/EYByzHNRZNdH3vFgvszRyhnM5ze9YRhUCMhUSfbtopNB,Bronze Knight,Solana,Padlock,Purple Force,Supreme Intelligence,Banana,Bird Family,,Glacial Ice,
1878,18.8,2776,0,https://magiceden.io/item-details/12fuRHUyNnzMNBNhsETncr9emqBKEio1JzfZNCVmEdLq,None,Raging Volcano,Skull Necklace,Hijacked,Supreme Intelligence,Tartar Dentures,Buccaneer Hat,,Rainbow,
1891,10,2696,29.28,https://solanart.io/search/?token=B9CuLPrFd6JLB652ZFF4cMn6v4AzeK5FoVwXvgQTq1jY,None,Endless Grove,GM,Cyclop,Unbreakable Defense,Mustache,Elder Mushroom Colony,,Lava,
1911,15,3169,0,https://magiceden.io/item-details/EzoLQodXr4z4Y6MhUsbm9BY2KQFsvVpC53RBrTMV9bqp,None,Purple,Boxing Gloves,Red Force,Supreme Intelligence,Bloodthirsty Teeth,Sombrero,,Rainbow,
1919,32,1216,0,https://magiceden.io/item-details/CNm4jQiX9Ff5sZoV5Df7Uu7b8xt2vDvKUYVHinQ8XdNq,None,Crystalline Cave,Rude OG,Analysis,Unbreakable Defense,Bloodthirsty Teeth,Safari Hat,,Lava,
1926,12.777,7836,0,https://magiceden.io/item-details/EAvKqaHixkFVD1izqvQUt9SDp5twKKQDbr99NtxscHF5,None,Aquamarina,None,Red Force,Supreme Intelligence,Pink Iced Out Grillz,Safari Hat,,Lava,
1932,11,1037,26.8,https://magiceden.io/item-details/HQKmfEX8NYkGuLduypuh42bx9Le3dEivZfA1hib8gLmb,War Belt,Purple,Padlock,ThugLife Shades,Annihilating Power,Human Teeth,Outlaw Hat,,Black Obsidian,
1933,14.7,3186,0,https://solanart.io/search/?token=62tzCqMvyJSQJkLyAF7DwaXE8gw14mnetKN9bN2PnM2h,None,Rocky Cliff,GM,White Force,Unbreakable Defense,Mustache,Blue Crystal,,Lava,
1938,11,1111,26.46,https://magiceden.io/item-details/2qYwHm2GicW8LSQqC9xPoC69QBbSshXYfjFfzN3Fdbp7,Golden Knight,Solana,Tribal Necklace,Green Force,Unbreakable Defense,Tartar Dentures,Sombrero,,Red Rock,
1953,30,5896,0,https://magiceden.io/item-details/UYyPQDLCKYFvjThQvKYWWmyz5koamGWtSUUgiGSZ5AQ,Bullet Belt,Blue,None,Neon Shades,Annihilating Power,Tartar Dentures,Emerald Spine,,Lava,
1985,11,1760,23.52,https://magiceden.io/item-details/3D3Rea3qqsLi4chGdNr8qrHibqWsmo6AwZD9FtiekPXH,RG Brawl,Green,Sherlock O'Clock,Purple Force,Supreme Intelligence,Human Teeth,Degen Hat,,Mossy,
1989,35,3741,0,https://magiceden.io/item-details/E8wMHX7sSJF24RoAv8PY78ufasWVV6DemCa5JKitY4vA,None,Aquamarina,None,Laser Beams,Unbreakable Defense,24k Grillz,Blue Crystal,,Grey Marble,
2013,7.3,6515,38.96,https://magiceden.io/item-details/5t7oa5mNmbhTaz4ucnCchWfVpxR1ZeGfbFXs5dcHiF8K,None,Yellow,None,Neon Shades,Annihilating Power,Tartar Dentures,Halo,,Solana Energy,
2014,13,5353,0,https://magiceden.io/item-details/E8LyCjEyHa25ADYEBQtzZz5R2HbVSjS199zmcLdpM6Ke,None,Green,None,Green Force,Annihilating Power,24k Grillz,Arachnid Colony,,Purple Energy,
2019,24,344,0,https://magiceden.io/item-details/G3VwfL5yFe4HL9SeT7xMbU6NYaHAKPp62wk6jgycVMsZ,RG Brawl,Mount Lamaintula,Silver Cuban,None,Supreme Intelligence,Bubble Gum,Skeleton Mask,,Base,
2031,50,5382,0,https://magiceden.io/item-details/Fc5ZezVaSw4LPnxe8u2ow1xLnnzP55zpDpvUZG1opYn6,None,Grey,None,ThugLife Shades,Supreme Intelligence,6ixn9ne Rainbow Grillz,Arachnid Colony,,Rainbow,
2036,38,2937,0,https://magiceden.io/item-details/1eFH2h6SQ73Go87UVBuk4ubfBhevbbRf7fhhQfsJFmw,None,Grey,Skull Necklace,None,Unbreakable Defense,Tartar Dentures,Elder Mushroom Colony,,Jelly Skelly,
2054,10,3049,27.68,https://magiceden.io/item-details/C4LNgbP4wvrjnGt6P77CsCCdAmDkT9rkdUKQdYAqEELU,None,Green,Golem Head,Red Force,Annihilating Power,Bubble Gum,Solana Bucket Hat,,Red Rock,
2072,10,1486,34.76,https://magiceden.io/item-details/9AcnWQVt3Pdb8eXeAEgPqdhBRCzbhot5bYnHu7TdM2KR,Silver Knight,Purple,Skull Necklace,Green Force,Annihilating Power,Volcano Melter,Halo,,Grey Marble,
2092,12,937,17.25,https://magiceden.io/item-details/AFJk9LjMWysKBhbmrAk7eCh4jCSVSev7SfNvwLmaftFX,Crystals Collector,Green Pillars,GM,None,Annihilating Power,Bushy Beard,Skeleton Mask,,Emerald,
2093,6.01,8336,43.6,https://magiceden.io/item-details/8Lu9ZSUpy5kQACAJjWE7JjSq9kF7cZ1j9MYBp87jU2Dh,None,Black,None,Red Force,Unbreakable Defense,Banana,Emerald Spine,,Scaly,
2096,13,2716,0,https://magiceden.io/item-details/6sNct3ZEBTLQGSHnaQva2EZyRRCz5mrF6Vc4Npw2bSiY,RG Brawl,Purple,None,3D Glasses,Unbreakable Defense,Cigarette,Red Stones Mohican,,Purple Energy,
2101,30,429,0,https://magiceden.io/item-details/DvVuE7hPb92gwnCvEALEP4rhgPdrBdW7HCg99dbLMBq5,Bronze Knight,Yellow,Padlock,Red Force,Unbreakable Defense,Banana,None,,Solana Energy,
2102,30,1891,0,https://magiceden.io/item-details/BxHceknHcdNG8TMfCssGKcHeUBRWtrvbD5HBiCEvMwYr,Convicted,Grey,Silver Cuban,Purple Force,Annihilating Power,Cigarette,Arachnid Colony,,Emerald,
2114,13,6852,0,https://magiceden.io/item-details/J1pS6HszBq2qwDLX4kosU5TkPfwHiagM5qmBEDcSUPCx,None,Purple,None,Green Force,Supreme Intelligence,Sabertooth,Blue Crystal,,Gold,
2126,8,1731,53.65,https://magiceden.io/item-details/HoWN8MfJyVEqTpCbGzgfwGRWGiAwMsvuen7ZMvK7nGZV,Bullet Belt,Yellow,6ix9ine Iced Out,Cyclop,Annihilating Power,Sparse Teeth,Bird Family,,Mossy,
2136,4.4,7317,64.32,https://magiceden.io/item-details/BJKhFjftKMt51q86chbBf5w4mBqphMrfrghXzpEHR4L9,None,Solana,None,Purple Force,Unbreakable Defense,Tartar Dentures,Red Stones Mohican,,Scaly Albino,
2157,4.9,7395,58.97,https://magiceden.io/item-details/CCSiC6DzTdbeLbuWe1CiDWU8a1RYLkLws2ypPsHZQwDc,None,Raging Volcano,None,Cyclop,Supreme Intelligence,Human Teeth,Degen Hat,,Lava,
2163,8,3460,45.81,https://magiceden.io/item-details/DPCecEnF6MzFn7agg7bsarmVXLjkzst85wmXLd9FvDRD,None,Enchanted Forest,Golem Head,Cyclop,Unbreakable Defense,Reptilian Tongue,Sombrero,,Muddy,
2166,8.5,3074,42.56,https://magiceden.io/item-details/GyHvjorm1XUi87kaD1oNVyzW61aiFxXMYmn1AxefCiGK,Bronze Knight,Grey,None,3D Glasses,Unbreakable Defense,Bubble Gum,Halo,,Purple Energy,
2192,1200,2959,0,https://solanart.io/search/?token=jHguX8kyUkx8zdmYRqYh9ocd5dSGtvLWrcfDb2q2h6c,Bronze Knight,Unexplored Mine,Sherlock O'Clock,None,Unbreakable Defense,Banana,None,,Black Obsidian,
2208,8,4247,42.24,https://magiceden.io/item-details/AyXRjo566gUcDw3BNSZxjB1f1sSyzRncCEMptjNsf4aC,None,Crystalline Cave,Tribal Necklace,Cyclop,Supreme Intelligence,Bloodthirsty Teeth,Degen Hat,,White Quartz,
2221,23,1732,0,https://solanart.io/search/?token=A7RKxL3h1h9eoxXN7epwNpqrzxVStx5AHNqvnKDHLN7Q,Bullet Belt,Grey,Tribal Necklace,Cyclop,Supreme Intelligence,Crude Ogre,Halo,,Grey Marble,
2231,5.5,5406,61.99,https://magiceden.io/item-details/onoukDH96mkgmbVAJvBahf5KHsarHrsS6tzgR685HW9,None,Crystalline Cave,Tribal Necklace,None,Supreme Intelligence,Volcano Melter,Demon Helmet,,Mossy,
2235,37.99,2244,0,https://magiceden.io/item-details/6MVLQWE88N2DHq1d9VX79aVKgnN841JZxdb7iL9pwR1q,Bullet Belt,Raging Volcano,None,None,Annihilating Power,None,Ice Beast Mask,,Grey Marble,
2240,50,2444,0,https://solanart.io/search/?token=bQ4CF3Z3LHhXYW7VGDUSFzZxztWat7616TLjtFDvGku,Silver Knight,Grey,Skull Necklace,Purple Force,Annihilating Power,Rude Tongue,Emerald Spine,,Mossy,
2241,25,242,0,https://magiceden.io/item-details/79hBdnw6ugUMBf456Aq6ZP9gdtLPEwAhX35u4RSToe8b,War Belt,Crystalline Cave,Tribal Necklace,Laser Beams,Annihilating Power,Banana,Red Stones Mohican,,Muddy,
2270,788.88,7262,0,https://magiceden.io/item-details/7gH2rYiNsRLiyu24NW8zgCJd95ZQc8FgfQcaph2mUXWN,None,Raging Volcano,None,Lost Eye Patch,Unbreakable Defense,Crude Ogre,Red Stones Mohican,,Glacial Ice,
2271,13,254,10.35,https://solanart.io/search/?token=7tX48ntfPfhYC1ziwsckZRjjioJWjLYomTk57As5k3ux,Golden Knight,Endless Grove,Boxing Gloves,Red Force,Unbreakable Defense,Sabertooth,Blue Crystal,,Rainbow,
